,sample,id,pointing,MPT_number,z_UNICORN,z_manual,notes
309,CAPERS_UDS_V0.4,s000037493,P4,37493,1.54,1.440682,-
310,CAPERS_UDS_V0.4,s000044818,P4,44818,1.84,1.898017,-
311,CAPERS_UDS_V0.4,s000042202,P4,42202,2.89,3.110125,-
312,CAPERS_UDS_V0.4,s000034954,P4,34954,2.23,2.12,-
313,CAPERS_UDS_V0.4,s000060462,P4,60462,3.76,NaN,-
314,CAPERS_UDS_V0.4,s000081290,P4,81290,6.73,NaN,-
315,CAPERS_UDS_V0.4,s000075374,P4,75374,6.94,7.047339,-
316,CAPERS_UDS_V0.4,s000084789,P4,84789,14.65,NaN,-
317,CAPERS_UDS_V0.4,s000034636,P4,34636,2.08,2.181498,-
318,CAPERS_UDS_V0.4,s000065024,P4,65024,1.75,2.122846,-
319,CAPERS_UDS_V0.4,s000038502,P4,38502,1.84,1.76,-
320,CAPERS_UDS_V0.4,s000065993,P4,65993,4.63,4.08,-
321,CAPERS_UDS_V0.4,s000038442,P4,38442,2.35,2.254651,-
322,CAPERS_UDS_V0.4,s000065334,P4,65334,8.32,NaN,-
323,CAPERS_UDS_V0.4,s000033743,P4,33743,1.33,NaN,-
324,CAPERS_UDS_V0.4,s000036578,P4,36578,2.2,NaN,-
325,CAPERS_UDS_V0.4,s000045212,P4,45212,1.75,NaN,-
326,CAPERS_UDS_V0.4,s000076074,P4,76074,6.61,2.542048,-
327,CAPERS_UDS_V0.4,s000067290,P4,67290,4.93,NaN,-
328,CAPERS_UDS_V0.4,s000080511,P4,80511,0.13,NaN,-
329,CAPERS_UDS_V0.4,s000042401,P4,42401,2.71,3.2,-
330,CAPERS_UDS_V0.4,s000042565,P4,42565,1.78,1.764685,-
331,CAPERS_UDS_V0.4,s000034124,P4,34124,0.46,0.42,-
332,CAPERS_UDS_V0.4,s000033867,P4,33867,0.34,0.365954,-
333,CAPERS_UDS_V0.4,s000064859,P4,64859,6.37,0.318821,-
334,CAPERS_UDS_V0.4,s000046187,P4,46187,2.32,2.314099,-
335,CAPERS_UDS_V0.4,s000036732,P4,36732,3.7,3.7,-
336,CAPERS_UDS_V0.4,s000044023,P4,44023,2.74,0.97569,-
337,CAPERS_UDS_V0.4,s000034949,P4,34949,0.31,NaN,-
338,CAPERS_UDS_V0.4,s000085654,P4,85654,0.31,3.319496,-
339,CAPERS_UDS_V0.4,s000036910,P4,36910,4.12,3.703223,-
340,CAPERS_UDS_V0.4,s000077899,P4,77899,3.58,NaN,-
341,CAPERS_UDS_V0.4,s000076498,P4,76498,2.23,2.634675,-
342,CAPERS_UDS_V0.4,s000080940,P4,80940,10.69,NaN,-
343,CAPERS_UDS_V0.4,s000042388,P4,42388,0.67,4.0,-
344,CAPERS_UDS_V0.4,s000066209,P4,66209,4.9,4.465422,-
345,CAPERS_UDS_V0.4,s000066950,P4,66950,1.06,NaN,-
346,CAPERS_UDS_V0.4,s000045418,P4,45418,1.72,NaN,-
347,CAPERS_UDS_V0.4,s000061884,P4,61884,3.79,NaN,-
348,CAPERS_UDS_V0.4,s000035747,P4,35747,4.27,3.979929,-
349,CAPERS_UDS_V0.4,s000059746,P4,59746,0.19,NaN,-
350,CAPERS_UDS_V0.4,s000035966,P4,35966,2.29,2.29,-
351,CAPERS_UDS_V0.4,s000058203,P4,58203,6.73,5.49,-
352,CAPERS_UDS_V0.4,s000066206,P4,66206,2.38,2.092336,-
353,CAPERS_UDS_V0.4,s000035963,P4,35963,2.35,2.53,-
354,CAPERS_UDS_V0.4,s000040313,P4,40313,2.35,2.32,-
355,CAPERS_UDS_V0.4,s000071130,P4,71130,0.19,2.878548,-
356,CAPERS_UDS_V0.4,s000046281,P4,46281,1.66,3.28223,miss-placed trace (lines in absorption)
357,CAPERS_UDS_V0.4,s000082219,P4,82219,6.22,NaN,-
358,CAPERS_UDS_V0.4,s000066229,P4,66229,4.18,4.01,-
359,CAPERS_UDS_V0.4,s000066689,P4,66689,5.92,2.402622,-
360,CAPERS_UDS_V0.4,s000062796,P4,62796,1.27,0.792444,-
361,CAPERS_UDS_V0.4,s000055087,P4,55087,0.64,NaN,-
362,CAPERS_UDS_V0.4,s000064525,P4,64525,10.66,NaN,-
363,CAPERS_UDS_V0.4,s000155451,P4,155451,11.41,NaN,-
364,CAPERS_UDS_V0.4,s000079205,P4,79205,3.61,NaN,-
365,CAPERS_UDS_V0.4,s000075415,P4,75415,2.35,2.294082,-
366,CAPERS_UDS_V0.4,s000036741,P4,36741,1.54,1.579415,-
367,CAPERS_UDS_V0.4,s000033654,P4,33654,1.72,1.737272,-
368,CAPERS_UDS_V0.4,s000078483,P4,78483,0.91,NaN,-
369,CAPERS_UDS_V0.4,s000035633,P7,35633,2.65,2.627271,-
370,CAPERS_UDS_V0.4,s000055555,P7,55555,1.06,NaN,-
371,CAPERS_UDS_V0.4,s000073522,P7,73522,1.09,NaN,-
372,CAPERS_UDS_V0.4,s000062949,P7,62949,6.16,NaN,maybe inverted continuum?
373,CAPERS_UDS_V0.4,s000071524,P7,71524,3.85,3.78,-
374,CAPERS_UDS_V0.4,s000040758,P7,40758,1.63,NaN,-
375,CAPERS_UDS_V0.4,s000040757,P7,40757,1.15,1.277253,-
376,CAPERS_UDS_V0.4,s000073951,P7,73951,6.46,NaN,-
377,CAPERS_UDS_V0.4,s000054407,P7,54407,4.81,NaN,-
378,CAPERS_UDS_V0.4,s000041400,P7,41400,1.03,0.988381,-
379,CAPERS_UDS_V0.4,s000045089,P7,45089,0.67,0.68926,-
380,CAPERS_UDS_V0.4,s000039424,P7,39424,0.25,3.74,-
381,CAPERS_UDS_V0.4,s000038258,P7,38258,4.42,0.873394,-
382,CAPERS_UDS_V0.4,s000076451,P7,76451,1.09,NaN,-
383,CAPERS_UDS_V0.4,s000067363,P7,67363,6.64,6.17,-
384,CAPERS_UDS_V0.4,s000056744,P7,56744,3.52,NaN,-
385,CAPERS_UDS_V0.4,s000036611,P7,36611,2.35,2.043534,-
386,CAPERS_UDS_V0.4,s000065785,P7,65785,3.4,2.72,-
387,CAPERS_UDS_V0.4,s000037564,P7,37564,2.29,2.29,-
388,CAPERS_UDS_V0.4,s000046704,P7,46704,1.84,1.432932,-
389,CAPERS_UDS_V0.4,s000037739,P7,37739,3.1,3.197758,-
390,CAPERS_UDS_V0.4,s000055154,P7,55154,0.97,NaN,-
391,CAPERS_UDS_V0.4,s000036701,P7,36701,2.71,1.957254,-
392,CAPERS_UDS_V0.4,s000041806,P7,41806,2.29,2.190744,object in background at z = 3.049
393,CAPERS_UDS_V0.4,s000045930,P7,45930,1.57,1.896433,-
394,CAPERS_UDS_V0.4,s000043152,P7,43152,2.71,2.299142,-
395,CAPERS_UDS_V0.4,s000041729,P7,41729,1.6,1.62,-
396,CAPERS_UDS_V0.4,s000034988,P7,34988,2.65,2.54,-
397,CAPERS_UDS_V0.4,s000063209,P7,63209,2.26,2.180735,-
398,CAPERS_UDS_V0.4,s000035570,P7,35570,0.1,NaN,-
399,CAPERS_UDS_V0.4,s000038601,P7,38601,3.79,3.8,-
400,CAPERS_UDS_V0.4,s000038694,P7,38694,3.79,3.8,-
401,CAPERS_UDS_V0.4,s000047743,P7,47743,2.8,2.92,-
402,CAPERS_UDS_V0.4,s000047858,P7,47858,1.6,1.61,-
403,CAPERS_UDS_V0.4,s000071204,P7,71204,7.78,NaN,-
404,CAPERS_UDS_V0.4,s000070935,P7,70935,4.9,4.680947,-
405,CAPERS_UDS_V0.4,s000036365,P7,36365,2.59,NaN,-
406,CAPERS_UDS_V0.4,s000075480,P7,75480,0.64,4.11,-
407,CAPERS_UDS_V0.4,s000047796,P7,47796,0.85,0.824738,-
408,CAPERS_UDS_V0.4,s000038582,P7,38582,0.43,NaN,-
409,CAPERS_UDS_V0.4,s000041775,P7,41775,0.85,0.891111,-
410,CAPERS_UDS_V0.4,s000038496,P7,38496,0.67,NaN,-
411,CAPERS_UDS_V0.4,s000071985,P7,71985,2.23,NaN,-
412,CAPERS_UDS_V0.4,s000067527,P7,67527,3.49,3.56,-
413,CAPERS_UDS_V0.4,s000046208,P7,46208,2.68,2.384867,-
414,CAPERS_UDS_V0.4,s000071902,P7,71902,3.76,NaN,-
415,CAPERS_UDS_V0.4,s000038658,P7,38658,2.41,NaN,-
416,CAPERS_UDS_V0.4,s000067308,P7,67308,0.19,NaN,-
417,CAPERS_UDS_V0.4,s000044198,P7,44198,6.16,NaN,-
418,CAPERS_UDS_V0.4,s000058861,P7,58861,0.67,0.443423,-
419,CAPERS_UDS_V0.4,s000064946,P7,64946,2.62,NaN,-
420,CAPERS_UDS_V0.4,s000073835,P7,73835,3.4,3.0756,-
421,CAPERS_UDS_V0.4,s000067272,P7,67272,0.55,NaN,-
422,CAPERS_UDS_V0.4,s000070879,P7,70879,4.87,3.783055,-
423,CAPERS_UDS_V0.4,s000044859,P7,44859,2.23,2.38,-
424,CAPERS_UDS_V0.4,s000045186,P7,45186,1.72,NaN,-
425,CAPERS_UDS_V0.4,s000038073,P7,38073,0.01,5.200595,miss-placed trace (lines in absorption)
426,CAPERS_UDS_V0.4,s000081468,P7,81468,2.68,NaN,-
427,CAPERS_UDS_V0.4,s000066860,P7,66860,1.99,2.233271,-
428,CAPERS_UDS_V0.4,s000070899,P7,70899,3.85,3.783434,-
429,CAPERS_UDS_V0.4,s000038759,P7,38759,1.18,1.26296,-
430,CAPERS_UDS_V0.4,s000081858,P7,81858,3.46,NaN,-
431,CAPERS_UDS_V0.4,s000059580,P7,59580,1.9,NaN,-
432,CAPERS_UDS_V0.4,s000038565,P7,38565,2.68,2.677745,-
433,CAPERS_UDS_V0.4,s000056286,P7,56286,4.45,NaN,-
434,CAPERS_UDS_V0.4,s000045719,P7,45719,2.41,2.209779,-
435,CAPERS_UDS_V0.4,s000038186,P7,38186,1.03,NaN,-
436,CAPERS_UDS_V0.4,s000046799,P7,46799,1.06,1.06,-
437,CAPERS_UDS_V0.4,s000041509,P7,41509,3.01,3.203827,miss-placed trace (lines in absorption)
438,CAPERS_UDS_V0.4,s000045694,P7,45694,1.84,1.84,-
439,CAPERS_UDS_V0.4,s000054732,P7,54732,4.87,4.72186,-
440,CAPERS_UDS_V0.4,s000055501,P7,55501,3.46,NaN,-
441,CAPERS_UDS_V0.4,s000059046,P7,59046,5.05,NaN,-
442,CAPERS_UDS_V0.4,s000061238,P7,61238,1.66,1.768834,-
443,CAPERS_UDS_V0.4,s000039518,P7,39518,3.1,3.54,-
444,CAPERS_UDS_V0.4,s000038451,P7,38451,1.72,NaN,-
445,CAPERS_UDS_V0.4,s000068701,P7,68701,1.69,NaN,-
446,CAPERS_UDS_V0.4,s000073697,P7,73697,1.9,2.285994,-
447,CAPERS_UDS_V0.4,s000054635,P7,54635,4.18,4.08,-
448,CAPERS_UDS_V0.4,s000047791,P7,47791,2.65,2.925892,-
449,CAPERS_UDS_V0.4,s000056419,P7,56419,0.46,4.54,-
450,CAPERS_UDS_V0.4,s000037423,P7,37423,3.76,4.128739,-
451,CAPERS_UDS_V0.4,s000046393,P7,46393,1.12,1.199659,-
452,CAPERS_UDS_V0.4,s000038979,P7,38979,0.28,0.25635,-
453,CAPERS_UDS_V0.4,s000078091,P7,78091,1.54,NaN,-
454,CAPERS_UDS_V0.4,s000047298,P7,47298,1.63,1.6,-
455,CAPERS_UDS_V0.4,s000062514,P7,62514,0.91,NaN,-
456,CAPERS_UDS_V0.4,s000073902,P7,73902,1.84,2.1772,-
457,CAPERS_UDS_V0.4,s000039346,P7,39346,3.07,2.58,-
458,CAPERS_UDS_V0.4,s000036399,P7,36399,5.17,5.201023,-
459,CAPERS_UDS_V0.4,s000061752,P7,61752,4.78,NaN,-
460,CAPERS_UDS_V0.4,s000075046,P7,75046,3.64,5.03,-
461,CAPERS_UDS_V0.4,s000044850,P7,44850,0.7,NaN,-
462,CAPERS_UDS_V0.4,s000068224,P7,68224,2.08,2.695721,miss-placed trace (lines in absorption)
463,CAPERS_UDS_V0.4,s000041430,P7,41430,3.85,3.817519,-
464,CAPERS_UDS_V0.4,s000036747,P7,36747,2.02,1.540711,-
465,CAPERS_UDS_V0.4,s000043888,P7,43888,2.95,0.87979,-
466,CAPERS_UDS_V0.4,s000045332,P7,45332,4.81,4.66,-
467,CAPERS_UDS_V0.4,s000074939,P7,74939,1.21,1.098198,-
468,CAPERS_UDS_V0.4,s000082436,P7,82436,4.66,4.75,-
469,CAPERS_UDS_V0.4,s000034989,P7,34989,2.29,2.29,-
470,CAPERS_UDS_V0.4,s000042824,P7,42824,3.46,3.190265,-
471,CAPERS_UDS_V0.4,s000035272,P7,35272,1.69,1.74,-
472,CAPERS_UDS_V0.4,s000156253,P7,156253,6.43,NaN,-
473,CAPERS_UDS_V0.4,s000043575,P7,43575,2.41,1.7,-
474,CAPERS_UDS_V0.4,s000037034,P7,37034,1.27,1.30055,-
475,CAPERS_UDS_V0.4,s000076547,P7,76547,5.14,5.204533,-
476,CAPERS_UDS_V0.4,s000075168,P7,75168,1.18,NaN,-
477,CAPERS_UDS_V0.4,s000042404,P7,42404,1.45,1.501788,-
478,CAPERS_UDS_V0.4,s000038693,P7,38693,2.65,2.6,-
479,CAPERS_UDS_V0.4,s000060964,P7,60964,7.27,7.37917,-
480,CAPERS_UDS_V0.4,s000046558,P7,46558,2.26,2.23795,-
481,CAPERS_UDS_V0.4,s000045237,P7,45237,3.07,3.1,-
482,CAPERS_UDS_V0.4,s000058453,P7,58453,0.97,NaN,-
483,CAPERS_UDS_V0.4,s000035632,P7,35632,0.46,NaN,-
484,CAPERS_UDS_V0.4,s000042773,P7,42773,2.08,2.218044,-
485,CAPERS_UDS_V0.4,s000045602,P7,45602,2.44,NaN,-
486,CAPERS_UDS_V0.4,s000061120,P7,61120,2.32,NaN,-
487,CAPERS_UDS_V0.4,s000046853,P7,46853,2.38,2.582923,-
488,CAPERS_UDS_V0.4,s000037378,P7,37378,2.68,3.052782,-
489,CAPERS_UDS_V0.4,s000043418,P7,43418,3.55,3.678413,-
490,CAPERS_UDS_V0.4,s000042145,P7,42145,2.71,2.171068,-
491,CAPERS_UDS_V0.4,s000041840,P7,41840,4.81,4.67,-
492,CAPERS_UDS_V0.4,s000036972,P7,36972,1.27,NaN,-
493,CAPERS_UDS_V0.4,s000077510,P7,77510,0.19,NaN,-
494,CAPERS_UDS_V0.4,s000061155,P7,61155,6.01,NaN,-
495,CAPERS_UDS_V0.4,s000067723,P7,67723,2.5,2.223954,-
496,CAPERS_UDS_V0.4,s000045601,P7,45601,1.84,1.809301,-
497,CAPERS_UDS_V0.4,s000047632,P7,47632,1.21,1.098857,-
498,CAPERS_UDS_V0.4,s000071029,P7,71029,4.12,NaN,-
499,CAPERS_UDS_V0.4,s000046044,P7,46044,0.46,3.72,-
500,CAPERS_UDS_V0.4,s000069805,P7,69805,5.26,5.038105,-
501,CAPERS_UDS_V0.4,s000046705,P7,46705,1.09,1.09,-
502,CAPERS_UDS_V0.4,s000045012,P7,45012,2.65,NaN,-
503,CAPERS_UDS_V0.4,s000039925,P7,39925,4.12,3.8,-
504,CAPERS_UDS_V0.4,s000068561,P7,68561,0.01,NaN,-
505,CAPERS_UDS_V0.4,s000044109,P7,44109,0.91,NaN,-
506,CAPERS_UDS_V0.4,s000037914,P7,37914,1.63,NaN,-
507,CAPERS_UDS_V0.4,s000040469,P7,40469,2.92,2.809838,-
508,CAPERS_UDS_V0.4,s000060120,P7,60120,6.73,NaN,-
509,CAPERS_UDS_V0.4,s000038456,P7,38456,0.91,1.035623,-
510,CAPERS_UDS_V0.4,s000040230,P7,40230,3.91,3.8,-
511,CAPERS_UDS_V0.4,s000067896,P7,67896,12.46,3.23,-
512,CAPERS_UDS_V0.4,s000064674,P7,64674,3.73,2.947918,-
513,CAPERS_UDS_V0.4,s000039763,P7,39763,2.29,2.158828,-
514,CAPERS_UDS_V0.4,s000075468,P7,75468,0.7,0.684949,-
515,CAPERS_UDS_V0.4,s000046221,P7,46221,3.28,3.111948,-
516,CAPERS_UDS_V0.4,s000036695,P7,36695,1.54,1.750602,-
517,CAPERS_UDS_V0.4,s000044943,P7,44943,0.82,0.657293,-
518,CAPERS_UDS_V0.4,s000070443,P7,70443,2.71,3.2,-
519,CAPERS_UDS_V0.4,s000072848,P7,72848,4.66,4.06,-
520,CAPERS_UDS_V0.4,s000072638,P7,72638,2.71,NaN,-
521,CAPERS_UDS_V0.4,s000041885,P7,41885,1.36,NaN,-
522,CAPERS_UDS_V0.4,s000045681,P7,45681,0.88,NaN,-
523,CAPERS_UDS_V0.4,s000058162,P7,58162,7.03,7.311704,-
524,CAPERS_UDS_V0.4,s000075149,P7,75149,4.81,4.36,-
525,CAPERS_UDS_V0.4,s000045152,P7,45152,6.88,6.896611,-
526,CAPERS_UDS_V0.4,s000075598,P7,75598,1.66,NaN,-
527,CAPERS_UDS_V0.4,s000072119,P7,72119,0.61,4.631272,-
528,CAPERS_UDS_V0.4,s000037987,P7,37987,0.79,0.838586,-
529,CAPERS_UDS_V0.4,s000042452,P7,42452,0.97,NaN,-
530,CAPERS_UDS_V0.4,s000074524,P7,74524,4.6,4.34471,-
531,CAPERS_UDS_V0.4,s000057642,P7,57642,0.67,0.394592,Maybe miss-placed trace
532,CAPERS_UDS_V0.4,s000046639,P7,46639,1.84,2.18,-
533,CAPERS_UDS_V0.4,s000062314,P7,62314,1.06,NaN,-
534,CAPERS_UDS_V0.4,s000071109,P7,71109,2.32,NaN,-
535,CAPERS_UDS_V0.4,s000044651,P7,44651,2.71,2.98,-
536,CAPERS_UDS_V0.4,s000034644,P7,34644,1.18,1.186811,-
537,CAPERS_UDS_V0.4,s000045896,P7,45896,3.19,2.98,-
538,CAPERS_UDS_V0.4,s000036351,P7,36351,1.69,1.76,-
539,CAPERS_UDS_V0.4,s000076640,P7,76640,2.26,2.28,-
540,CAPERS_UDS_V0.4,s000037377,P7,37377,1.06,NaN,-
541,CAPERS_UDS_V0.4,s000045201,P7,45201,1.3,NaN,-
542,CAPERS_UDS_V0.4,s000041678,P7,41678,3.28,3.24,-
543,CAPERS_UDS_V0.4,s000043923,P7,43923,1.69,2.72,-
544,CAPERS_UDS_V0.4,s000072124,P7,72124,0.73,NaN,-
545,CAPERS_UDS_V0.4,s000057986,P7,57986,2.77,2.591498,-
546,CAPERS_UDS_V0.4,s000059060,P7,59060,6.52,2.209346,-
547,CAPERS_UDS_V0.4,s000043924,P7,43924,2.68,2.72,-
548,CAPERS_UDS_V0.4,s000045889,P7,45889,1.63,1.619092,-
549,CAPERS_UDS_V0.4,s000061345,P7,61345,0.19,NaN,-
550,CAPERS_UDS_V0.4,s000040978,P7,40978,1.54,1.44434,-
551,CAPERS_UDS_V0.4,s000038233,P7,38233,5.08,5.0,-
552,CAPERS_UDS_V0.4,s000035030,P7,35030,0.16,1.9,-
553,CAPERS_UDS_V0.4,s000046093,P7,46093,1.72,2.6,-
554,CAPERS_UDS_V0.4,s000080040,P7,80040,4.39,3.805563,-
555,CAPERS_UDS_V0.4,s000041788,P7,41788,1.84,1.744762,-
556,CAPERS_UDS_V0.4,s000045185,P7,45185,1.39,NaN,-
557,CAPERS_UDS_V0.4,s000041216,P7,41216,2.62,2.62,-
558,CAPERS_UDS_V0.4,s000055894,P7,55894,3.4,3.16,-
559,CAPERS_UDS_V0.4,s000037280,P7,37280,0.97,0.900291,-
560,CAPERS_UDS_V0.4,s000041502,P7,41502,2.17,2.596097,-
561,CAPERS_UDS_V0.4,s000061425,P7,61425,1.84,2.319502,-
562,CAPERS_UDS_V0.4,s000054348,P7,54348,3.49,1.037445,-
563,CAPERS_UDS_V0.4,s000074906,P7,74906,4.72,4.131795,-
564,CAPERS_UDS_V0.4,s000071981,P7,71981,4.87,NaN,-
565,CAPERS_UDS_V0.4,s000043740,P7,43740,1.0,4.8,-
566,CAPERS_UDS_V0.4,s000036249,P7,36249,1.45,NaN,-
567,CAPERS_UDS_V0.4,s000041865,P7,41865,1.6,NaN,-
568,CAPERS_UDS_V0.4,s000083282,P7,83282,1.06,NaN,-
569,CAPERS_UDS_V0.4,s000038685,P7,38685,3.4,2.978348,-
570,CAPERS_UDS_V0.4,s000044724,P7,44724,2.5,2.487511,-
571,CAPERS_UDS_V0.4,s000065424,P7,65424,6.64,4.362491,-
572,CAPERS_UDS_V0.4,s000056485,P7,56485,7.06,7.093217,-
573,CAPERS_UDS_V0.4,s000037744,P7,37744,0.79,NaN,-
574,CAPERS_UDS_V0.4,s000059496,P7,59496,1.96,1.72,-
575,CAPERS_UDS_V0.4,s000043569,P7,43569,3.58,3.55,-
576,CAPERS_UDS_V0.4,s000044263,P7,44263,2.38,2.605142,-
577,CAPERS_UDS_V0.4,s000078851,P7,78851,5.71,3.725067,-
578,CAPERS_UDS_V0.4,s000054040,P7,54040,1.03,NaN,-
579,CAPERS_UDS_V0.4,s000052142,P7,52142,2.44,NaN,-
580,CAPERS_UDS_V0.4,s000073543,P7,73543,3.1,NaN,-
581,CAPERS_UDS_V0.4,s000035164,P7,35164,1.12,1.211952,-
582,CAPERS_UDS_V0.4,s000056346,P7,56346,10.42,NaN,-
583,CAPERS_UDS_V0.4,s000039336,P7,39336,0.52,NaN,-
584,CAPERS_UDS_V0.4,s000057979,P7,57979,0.67,NaN,-
585,CAPERS_UDS_V0.4,s000041695,P7,41695,2.65,2.316208,-
586,CAPERS_UDS_V0.4,s000073663,P7,73663,6.91,6.902503,-
587,CAPERS_UDS_V0.4,s000062176,P7,62176,4.69,NaN,-
588,CAPERS_UDS_V0.4,s000045640,P7,45640,1.84,NaN,-
589,CAPERS_UDS_V0.4,s000080414,P7,80414,3.04,3.12,-
590,CAPERS_UDS_V0.4,s000065418,P7,65418,0.67,NaN,-
591,CAPERS_UDS_V0.4,s000064116,P7,64116,7.06,7.490426,-
592,CAPERS_UDS_V0.4,s000043809,P7,43809,0.67,NaN,-
593,CAPERS_UDS_V0.4,s000155389,P7,155389,1.36,2.181222,-
594,CAPERS_UDS_V0.4,s000069915,P7,69915,4.69,4.79,-
595,CAPERS_UDS_V0.4,s000039375,P7,39375,3.19,NaN,-
596,CAPERS_UDS_V0.4,s000058950,P7,58950,7.39,7.49147,-
597,CAPERS_UDS_V0.4,s000044006,P7,44006,2.68,3.109635,-
598,CAPERS_UDS_V0.4,s000062705,P7,62705,3.4,3.03,-
599,CAPERS_UDS_V0.4,s000075130,P7,75130,2.26,NaN,-
600,CAPERS_UDS_V0.4,s000058197,P7,58197,0.64,4.12,-
601,CAPERS_UDS_V0.4,s000038278,P7,38278,3.61,3.76287,-
602,CAPERS_UDS_V0.4,s000044627,P7,44627,0.67,0.833319,-
603,CAPERS_UDS_V0.4,s000046289,P7,46289,0.52,NaN,-
604,CAPERS_UDS_V0.4,s000063826,P7,63826,5.23,5.23,-
605,CAPERS_UDS_V0.4,s000072103,P7,72103,3.64,3.537047,-
606,CAPERS_UDS_V0.4,s000045667,P7,45667,2.08,2.12,-
607,CAPERS_UDS_V0.4,s000059064,P7,59064,7.87,7.79,-
608,CAPERS_UDS_V0.4,s000044197,P7,44197,1.75,1.96,-
609,CAPERS_UDS_V0.4,s000039130,P7,39130,3.04,2.96,-
610,CAPERS_UDS_V0.4,s000075233,P7,75233,4.36,NaN,-
611,CAPERS_UDS_V0.4,s000041895,P7,41895,2.65,2.65,-
612,CAPERS_UDS_V0.4,s000060627,P7,60627,11.56,NaN,-
613,CAPERS_UDS_V0.4,s000042911,P7,42911,1.39,1.27444,-
614,CAPERS_UDS_V0.4,s000037210,P7,37210,1.75,1.686412,-
615,CAPERS_UDS_V0.4,s000046646,P7,46646,2.2,2.315045,-
616,CAPERS_UDS_V0.4,s000070522,P7,70522,0.94,0.929888,-
617,CAPERS_UDS_V0.4,s000071332,P7,71332,10.87,NaN,-
618,CAPERS_UDS_V0.4,s000069332,P7,69332,5.65,0.810135,-
619,CAPERS_UDS_V0.4,s000072804,P7,72804,1.33,1.376817,-
