,sample,id,pointing,MPT_number,z_UNICORN,z_manual,notes
1241,CAPERS_UDS_V0.4,s000088619,P6,88619,0.55,NaN,-
1242,CAPERS_UDS_V0.4,s000026473,P6,26473,0.97,NaN,-
1243,CAPERS_UDS_V0.4,s000106387,P6,106387,6.01,NaN,-
1244,CAPERS_UDS_V0.4,s000027099,P6,27099,0.82,0.775618,-
1245,CAPERS_UDS_V0.4,s000022028,P6,22028,2.47,2.47,-
1246,CAPERS_UDS_V0.4,s000019208,P6,19208,3.82,3.890776,-
1247,CAPERS_UDS_V0.4,s000030539,P6,30539,6.46,6.16,-
1248,CAPERS_UDS_V0.4,s000106710,P6,106710,0.01,2.232869,-
1249,CAPERS_UDS_V0.4,s000103782,P6,103782,6.31,NaN,-
1250,CAPERS_UDS_V0.4,s000019132,P6,19132,1.09,1.101485,-
1251,CAPERS_UDS_V0.4,s000094471,P6,94471,2.29,1.930561,-
1252,CAPERS_UDS_V0.4,s000027175,P6,27175,0.19,1.452761,-
1253,CAPERS_UDS_V0.4,s000025134,P6,25134,1.72,1.877686,-
1254,CAPERS_UDS_V0.4,s000027823,P6,27823,1.66,1.667342,-
1255,CAPERS_UDS_V0.4,s000018175,P6,18175,1.75,1.953181,-
1256,CAPERS_UDS_V0.4,s000111527,P6,111527,2.32,NaN,-
1257,CAPERS_UDS_V0.4,s000026367,P6,26367,0.91,0.92,-
1258,CAPERS_UDS_V0.4,s000090307,P6,90307,0.22,3.021981,-
1259,CAPERS_UDS_V0.4,s000027623,P6,27623,2.83,2.79,-
1260,CAPERS_UDS_V0.4,s000020674,P6,20674,1.54,2.489998,-
1261,CAPERS_UDS_V0.4,s000095715,P6,95715,0.4,3.252932,-
1262,CAPERS_UDS_V0.4,s000106218,P6,106218,1.24,1.994723,-
1263,CAPERS_UDS_V0.4,s000110395,P6,110395,2.26,2.421178,-
1264,CAPERS_UDS_V0.4,s000020360,P6,20360,1.45,1.423111,-
1265,CAPERS_UDS_V0.4,s000098360,P6,98360,9.19,9.040889,-
1266,CAPERS_UDS_V0.4,s000030709,P6,30709,1.57,1.86,-
1267,CAPERS_UDS_V0.4,s000111356,P6,111356,2.26,1.76,-
1268,CAPERS_UDS_V0.4,s000103061,P6,103061,0.94,1.430716,-
1269,CAPERS_UDS_V0.4,s000107130,P6,107130,1.06,NaN,-
1270,CAPERS_UDS_V0.4,s000019895,P6,19895,2.5,2.78,-
1271,CAPERS_UDS_V0.4,s000029648,P6,29648,3.43,3.32,-
1272,CAPERS_UDS_V0.4,s000093612,P6,93612,4.9,NaN,-
1273,CAPERS_UDS_V0.4,s000019515,P6,19515,2.8,2.686063,-
1274,CAPERS_UDS_V0.4,s000027210,P6,27210,2.02,1.379773,-
1275,CAPERS_UDS_V0.4,s000109907,P6,109907,2.29,NaN,-
1276,CAPERS_UDS_V0.4,s000104239,P6,104239,1.39,1.42609,-
1277,CAPERS_UDS_V0.4,s000157863,P6,157863,6.25,NaN,-
1278,CAPERS_UDS_V0.4,s000027929,P6,27929,0.94,NaN,-
1279,CAPERS_UDS_V0.4,s000105915,P6,105915,0.01,1.043983,-
1280,CAPERS_UDS_V0.4,s000108772,P6,108772,5.11,NaN,-
1281,CAPERS_UDS_V0.4,s000092815,P6,92815,14.2,NaN,-
1282,CAPERS_UDS_V0.4,s000027766,P6,27766,1.99,2.085407,-
1283,CAPERS_UDS_V0.4,s000096334,P6,96334,9.04,9.608655,-
1284,CAPERS_UDS_V0.4,s000021733,P6,21733,4.03,3.81,-
1285,CAPERS_UDS_V0.4,s000098970,P6,98970,2.29,NaN,-
1286,CAPERS_UDS_V0.4,s000109292,P6,109292,0.19,2.153699,miss-placed trace (lines in absorption)
1287,CAPERS_UDS_V0.4,s000100762,P6,100762,4.72,NaN,-
1288,CAPERS_UDS_V0.4,s000089759,P6,89759,4.24,3.869231,-
1289,CAPERS_UDS_V0.4,s000106920,P6,106920,1.27,NaN,-
1290,CAPERS_UDS_V0.4,s000021941,P6,21941,0.97,3.084581,Background object at z= 3.085
1291,CAPERS_UDS_V0.4,s000094325,P6,94325,0.46,0.888956,-
1292,CAPERS_UDS_V0.4,s000029205,P6,29205,3.88,3.8,-
1293,CAPERS_UDS_V0.4,s000027767,P6,27767,2.44,2.38,-
1294,CAPERS_UDS_V0.4,s000021898,P6,21898,0.67,0.797981,-
1295,CAPERS_UDS_V0.4,s000023353,P6,23353,0.46,0.46,-
1296,CAPERS_UDS_V0.4,s000097995,P6,97995,6.1,5.116068,-
1297,CAPERS_UDS_V0.4,s000022930,P6,22930,4.27,3.977816,-
1298,CAPERS_UDS_V0.4,s000106455,P6,106455,5.53,5.656612,-
1299,CAPERS_UDS_V0.4,s000020725,P6,20725,2.32,NaN,-
1300,CAPERS_UDS_V0.4,s000114617,P6,114617,6.58,1.393641,-
1301,CAPERS_UDS_V0.4,s000022634,P6,22634,1.45,1.523009,-
1302,CAPERS_UDS_V0.4,s000099049,P6,99049,2.92,1.979019,background object at z=5.119
1303,CAPERS_UDS_V0.4,s000022834,P6,22834,0.01,NaN,-
1304,CAPERS_UDS_V0.4,s000022802,P6,22802,6.64,6.16,-
1305,CAPERS_UDS_V0.4,s000110154,P6,110154,0.34,NaN,-
1306,CAPERS_UDS_V0.4,s000109342,P6,109342,2.53,NaN,-
1307,CAPERS_UDS_V0.4,s000028947,P6,28947,2.65,2.542076,-
1308,CAPERS_UDS_V0.4,s000028683,P6,28683,1.45,1.381987,-
1309,CAPERS_UDS_V0.4,s000114667,P6,114667,4.21,NaN,-
1310,CAPERS_UDS_V0.4,s000108809,P6,108809,4.12,3.92,-
1311,CAPERS_UDS_V0.4,s000093940,P6,93940,0.19,NaN,-
1312,CAPERS_UDS_V0.4,s000093206,P6,93206,0.46,1.140008,-
1313,CAPERS_UDS_V0.4,s000099485,P6,99485,6.67,5.64,-
1314,CAPERS_UDS_V0.4,s000105709,P6,105709,2.71,NaN,-
1315,CAPERS_UDS_V0.4,s000094962,P6,94962,2.65,NaN,-
1316,CAPERS_UDS_V0.4,s000099564,P6,99564,4.39,NaN,-
1317,CAPERS_UDS_V0.4,s000019892,P6,19892,2.35,2.80352,-
1318,CAPERS_UDS_V0.4,s000110033,P6,110033,0.28,0.200824,-
1319,CAPERS_UDS_V0.4,s000019876,P6,19876,6.58,6.07,-
1320,CAPERS_UDS_V0.4,s000023881,P6,23881,1.39,1.441531,-
1321,CAPERS_UDS_V0.4,s000027365,P6,27365,1.06,2.491177,-
1322,CAPERS_UDS_V0.4,s000027397,P6,27397,2.59,2.624432,-
1323,CAPERS_UDS_V0.4,s000030112,P6,30112,5.38,5.219135,-
1324,CAPERS_UDS_V0.4,s000020916,P6,20916,2.29,2.308401,-
1325,CAPERS_UDS_V0.4,s000020329,P6,20329,0.97,0.82301,-
1326,CAPERS_UDS_V0.4,s000098040,P6,98040,0.04,NaN,-
1327,CAPERS_UDS_V0.4,s000029457,P6,29457,0.31,3.201778,-
1328,CAPERS_UDS_V0.4,s000017046,P6,17046,1.6,NaN,-
1329,CAPERS_UDS_V0.4,s000023745,P6,23745,2.8,2.991284,-
1330,CAPERS_UDS_V0.4,s000028210,P6,28210,1.27,2.240397,-
1331,CAPERS_UDS_V0.4,s000022395,P6,22395,0.46,0.583847,-
1332,CAPERS_UDS_V0.4,s000020526,P6,20526,0.58,0.667264,-
1333,CAPERS_UDS_V0.4,s000114928,P6,114928,4.06,4.14,-
1334,CAPERS_UDS_V0.4,s000090268,P6,90268,4.18,3.98,-
1335,CAPERS_UDS_V0.4,s000103532,P6,103532,0.97,NaN,-
1336,CAPERS_UDS_V0.4,s000028316,P6,28316,2.08,2.08,-
1337,CAPERS_UDS_V0.4,s000028364,P6,28364,2.26,2.22,-
1338,CAPERS_UDS_V0.4,s000111894,P6,111894,0.79,NaN,-
1339,CAPERS_UDS_V0.4,s000109484,P6,109484,0.19,NaN,-
1340,CAPERS_UDS_V0.4,s000110346,P6,110346,2.89,NaN,-
1341,CAPERS_UDS_V0.4,s000022540,P6,22540,1.33,1.351776,-
1342,CAPERS_UDS_V0.4,s000025004,P6,25004,3.82,3.94,-
1343,CAPERS_UDS_V0.4,s000023667,P6,23667,0.19,2.759845,-
1344,CAPERS_UDS_V0.4,s000097425,P6,97425,6.43,8.032845,-
1345,CAPERS_UDS_V0.4,s000105333,P6,105333,2.47,1.655278,-
1346,CAPERS_UDS_V0.4,s000095929,P6,95929,1.24,NaN,-
1347,CAPERS_UDS_V0.4,s000103092,P6,103092,0.94,1.428729,-
1348,CAPERS_UDS_V0.4,s000023922,P6,23922,2.14,2.16,-
1349,CAPERS_UDS_V0.4,s000027824,P6,27824,1.03,0.995148,-
1350,CAPERS_UDS_V0.4,s000029808,P6,29808,1.99,1.418581,-
1351,CAPERS_UDS_V0.4,s000105267,P6,105267,4.87,4.723836,-
1352,CAPERS_UDS_V0.4,s000029430,P6,29430,1.18,NaN,-
1353,CAPERS_UDS_V0.4,s000026094,P6,26094,1.3,NaN,-
1354,CAPERS_UDS_V0.4,s000106552,P6,106552,0.01,1.994545,-
1355,CAPERS_UDS_V0.4,s000116804,P6,116804,4.72,NaN,-
1356,CAPERS_UDS_V0.4,s000022929,P6,22929,0.94,1.02,-
1357,CAPERS_UDS_V0.4,s000094301,P6,94301,4.87,5.04,-
1358,CAPERS_UDS_V0.4,s000104041,P6,104041,0.88,NaN,-
1359,CAPERS_UDS_V0.4,s000021190,P6,21190,2.29,2.224167,-
1360,CAPERS_UDS_V0.4,s000097130,P6,97130,2.62,2.479089,-
1361,CAPERS_UDS_V0.4,s000106254,P6,106254,1.24,1.529024,-
1362,CAPERS_UDS_V0.4,s000024793,P6,24793,1.09,1.311434,-
1363,CAPERS_UDS_V0.4,s000109065,P6,109065,3.76,3.69,-
1364,CAPERS_UDS_V0.4,s000026931,P6,26931,0.31,3.06,-
1365,CAPERS_UDS_V0.4,s000103398,P6,103398,1.24,NaN,-
1366,CAPERS_UDS_V0.4,s000116609,P6,116609,0.13,2.66591,-
1367,CAPERS_UDS_V0.4,s000028669,P6,28669,3.76,3.55,-
1368,CAPERS_UDS_V0.4,s000107850,P6,107850,0.13,NaN,-
1369,CAPERS_UDS_V0.4,s000020766,P6,20766,1.09,NaN,-
1370,CAPERS_UDS_V0.4,s000027944,P6,27944,1.09,NaN,-
1371,CAPERS_UDS_V0.4,s000019454,P6,19454,1.96,2.180489,-
1372,CAPERS_UDS_V0.4,s000114575,P6,114575,2.29,2.336973,-
1373,CAPERS_UDS_V0.4,s000108023,P6,108023,0.97,NaN,-
1374,CAPERS_UDS_V0.4,s000091332,P6,91332,1.42,NaN,-
1375,CAPERS_UDS_V0.4,s000105205,P6,105205,3.73,4.06,-
1376,CAPERS_UDS_V0.4,s000027641,P6,27641,2.08,2.12,-
1377,CAPERS_UDS_V0.4,s000093852,P6,93852,0.28,NaN,-
1378,CAPERS_UDS_V0.4,s000028966,P6,28966,1.12,1.074881,-
1379,CAPERS_UDS_V0.4,s000092716,P6,92716,0.91,NaN,-
1380,CAPERS_UDS_V0.4,s000022004,P6,22004,2.32,2.66503,-
1381,CAPERS_UDS_V0.4,s000019000,P6,19000,1.81,1.843491,-
1382,CAPERS_UDS_V0.4,s000027016,P6,27016,0.91,NaN,maybe inverted continuum (one unrecognized line)
1383,CAPERS_UDS_V0.4,s000107146,P6,107146,0.19,1.02407,-
1384,CAPERS_UDS_V0.4,s000102147,P6,102147,2.29,2.28,-
1385,CAPERS_UDS_V0.4,s000017315,P6,17315,1.12,1.194265,-
1386,CAPERS_UDS_V0.4,s000023219,P6,23219,0.88,0.914247,-
1387,CAPERS_UDS_V0.4,s000105040,P6,105040,1.36,NaN,-
1388,CAPERS_UDS_V0.4,s000022379,P6,22379,2.29,2.161916,-
1389,CAPERS_UDS_V0.4,s000107036,P6,107036,0.28,NaN,-
1390,CAPERS_UDS_V0.4,s000020895,P6,20895,1.99,2.180154,-
1391,CAPERS_UDS_V0.4,s000110651,P6,110651,1.57,1.62,-
1392,CAPERS_UDS_V0.4,s000094154,P6,94154,0.97,NaN,-
1393,CAPERS_UDS_V0.4,s000022367,P6,22367,1.69,1.960307,-
1394,CAPERS_UDS_V0.4,s000090145,P6,90145,5.11,5.208607,-
1395,CAPERS_UDS_V0.4,s000090834,P6,90834,0.97,4.44098,-
1396,CAPERS_UDS_V0.4,s000020093,P6,20093,3.79,3.66,-
1397,CAPERS_UDS_V0.4,s000028664,P6,28664,2.29,NaN,-
1398,CAPERS_UDS_V0.4,s000028470,P6,28470,2.26,2.308722,-
1399,CAPERS_UDS_V0.4,s000095184,P6,95184,3.67,3.5,-
1400,CAPERS_UDS_V0.4,s000027650,P6,27650,2.26,2.151772,-
1401,CAPERS_UDS_V0.4,s000113228,P6,113228,2.29,NaN,-
1402,CAPERS_UDS_V0.4,s000029884,P6,29884,0.94,0.916139,-
1403,CAPERS_UDS_V0.4,s000094681,P6,94681,0.85,NaN,-
1404,CAPERS_UDS_V0.4,s000108986,P6,108986,2.5,2.718008,-
1405,CAPERS_UDS_V0.4,s000109030,P6,109030,0.58,3.21352,Maybe miss-placed traced: lines in absorption at z = 3.214?
1406,CAPERS_UDS_V0.4,s000094051,P6,94051,4.12,4.596749,-
1407,CAPERS_UDS_V0.4,s000117635,P6,117635,4.75,4.9,-
1408,CAPERS_UDS_V0.4,s000092380,P6,92380,4.84,4.122852,miss-placed trace (lines in absorption)
1409,CAPERS_UDS_V0.4,s000092718,P6,92718,1.84,2.251699,-
1410,CAPERS_UDS_V0.4,s000105751,P6,105751,1.09,NaN,-
1411,CAPERS_UDS_V0.4,s000027566,P6,27566,2.62,2.581509,maybe background object at z=2.879
1412,CAPERS_UDS_V0.4,s000018892,P6,18892,1.0,NaN,-
1413,CAPERS_UDS_V0.4,s000021394,P6,21394,1.69,1.651493,-
1414,CAPERS_UDS_V0.4,s000112043,P6,112043,6.46,6.07,-
1415,CAPERS_UDS_V0.4,s000089864,P6,89864,5.98,NaN,-
1416,CAPERS_UDS_V0.4,s000029908,P6,29908,1.69,8.3,-
1417,CAPERS_UDS_V0.4,s000097894,P6,97894,3.13,3.13,-
1418,CAPERS_UDS_V0.4,s000108804,P6,108804,0.13,NaN,-
1419,CAPERS_UDS_V0.4,s000114998,P6,114998,3.28,NaN,-
1420,CAPERS_UDS_V0.4,s000020283,P6,20283,4.27,4.12,-
1421,CAPERS_UDS_V0.4,s000027399,P6,27399,1.15,NaN,-
1422,CAPERS_UDS_V0.4,s000105259,P6,105259,0.16,2.59,-
1423,CAPERS_UDS_V0.4,s000093013,P6,93013,1.54,NaN,-
1424,CAPERS_UDS_V0.4,s000092450,P6,92450,4.09,4.12,-
1425,CAPERS_UDS_V0.4,s000115752,P6,115752,4.27,4.14,-
1426,CAPERS_UDS_V0.4,s000108835,P6,108835,0.13,NaN,-
1427,CAPERS_UDS_V0.4,s000022091,P6,22091,0.16,NaN,-
1428,CAPERS_UDS_V0.4,s000112734,P6,112734,5.17,5.11,-
1429,CAPERS_UDS_V0.4,s000016685,P6,16685,4.75,4.7,-
1430,CAPERS_UDS_V0.4,s000022532,P6,22532,1.45,1.44,-
1431,CAPERS_UDS_V0.4,s000098342,P6,98342,0.85,NaN,-
1432,CAPERS_UDS_V0.4,s000111289,P6,111289,6.91,NaN,-
1433,CAPERS_UDS_V0.4,s000026298,P6,26298,2.02,1.658833,-
1434,CAPERS_UDS_V0.4,s000111344,P6,111344,6.64,6.09,-
1435,CAPERS_UDS_V0.4,s000097359,P6,97359,5.2,5.22,-
1436,CAPERS_UDS_V0.4,s000110301,P6,110301,6.85,NaN,-
1437,CAPERS_UDS_V0.4,s000095796,P6,95796,10.42,8.28,-
1438,CAPERS_UDS_V0.4,s000026823,P6,26823,0.67,0.67,-
1439,CAPERS_UDS_V0.4,s000097848,P6,97848,4.09,3.98,-
1440,CAPERS_UDS_V0.4,s000026452,P6,26452,0.16,4.14,-
1441,CAPERS_UDS_V0.4,s000111893,P6,111893,12.76,12.69583,-
1442,CAPERS_UDS_V0.4,s000021893,P6,21893,0.88,0.831616,-
1443,CAPERS_UDS_V0.4,s000021743,P6,21743,3.01,3.08,-
1444,CAPERS_UDS_V0.4,s000022365,P6,22365,5.41,5.24,-
1445,CAPERS_UDS_V0.4,s000110924,P6,110924,4.69,2.329907,-
1446,CAPERS_UDS_V0.4,s000116932,P6,116932,1.18,NaN,-
1447,CAPERS_UDS_V0.4,s000108947,P6,108947,6.58,5.69,-
1448,CAPERS_UDS_V0.4,s000017922,P6,17922,1.33,2.306892,-
1449,CAPERS_UDS_V0.4,s000109060,P6,109060,2.29,2.324253,-
1450,CAPERS_UDS_V0.4,s000108665,P6,108665,0.67,NaN,-
1451,CAPERS_UDS_V0.4,s000024437,P6,24437,2.44,NaN,-
1452,CAPERS_UDS_V0.4,s000110994,P6,110994,0.37,NaN,-
1453,CAPERS_UDS_V0.4,s000020636,P6,20636,0.67,0.697339,-
1454,CAPERS_UDS_V0.4,s000102083,P6,102083,1.84,2.350956,-
1455,CAPERS_UDS_V0.4,s000099168,P6,99168,1.57,NaN,-
1456,CAPERS_UDS_V0.4,s000098071,P6,98071,2.44,NaN,-
1457,CAPERS_UDS_V0.4,s000111543,P6,111543,0.79,4.08,-
1458,CAPERS_UDS_V0.4,s000094789,P6,94789,1.54,NaN,-
1459,CAPERS_UDS_V0.4,s000029256,P6,29256,0.85,0.82,-
1460,CAPERS_UDS_V0.4,s000094690,P6,94690,0.7,NaN,-
1461,CAPERS_UDS_V0.4,s000022665,P6,22665,0.61,0.657075,-
1462,CAPERS_UDS_V0.4,s000027996,P6,27996,2.08,2.20198,-
1463,CAPERS_UDS_V0.4,s000113357,P6,113357,3.97,3.98,-
1464,CAPERS_UDS_V0.4,s000019177,P6,19177,1.54,NaN,-
1465,CAPERS_UDS_V0.4,s000028495,P6,28495,1.09,NaN,-
1466,CAPERS_UDS_V0.4,s000101857,P6,101857,5.17,5.15,-
1467,CAPERS_UDS_V0.4,s000109643,P6,109643,0.1,2.221758,miss-placed trace (lines in absorption)
1468,CAPERS_UDS_V0.4,s000023906,P6,23906,1.0,NaN,-
1469,CAPERS_UDS_V0.4,s000097098,P6,97098,0.7,2.616986,-
1470,CAPERS_UDS_V0.4,s000017238,P6,17238,0.01,NaN,-
1471,CAPERS_UDS_V0.4,s000095999,P6,95999,6.67,5.970892,-
1472,CAPERS_UDS_V0.4,s000096595,P6,96595,4.93,NaN,-
1473,CAPERS_UDS_V0.4,s000027737,P6,27737,2.77,2.744654,-
1474,CAPERS_UDS_V0.4,s000110756,P6,110756,1.75,2.46,-
1475,CAPERS_UDS_V0.4,s000022696,P6,22696,1.39,NaN,-
1476,CAPERS_UDS_V0.4,s000109450,P6,109450,3.4,3.226153,-
1477,CAPERS_UDS_V0.4,s000157520,P6,157520,2.59,3.192865,-
1478,CAPERS_UDS_V0.4,s000026355,P6,26355,5.17,5.12154,-
1479,CAPERS_UDS_V0.4,s000090235,P6,90235,5.17,5.210427,-
1480,CAPERS_UDS_V0.4,s000020671,P6,20671,1.9,1.97826,-
1481,CAPERS_UDS_V0.4,s000022370,P6,22370,0.94,0.912134,-
1482,CAPERS_UDS_V0.4,s000108930,P6,108930,0.67,NaN,-
1483,CAPERS_UDS_V0.4,s000023294,P6,23294,2.23,2.33,-
1484,CAPERS_UDS_V0.4,s000020218,P6,20218,2.65,2.8,-
1485,CAPERS_UDS_V0.4,s000017630,P6,17630,0.88,0.897403,-
1486,CAPERS_UDS_V0.4,s000099273,P6,99273,5.47,5.4,-
1487,CAPERS_UDS_V0.4,s000018879,P6,18879,1.69,1.276988,-
1488,CAPERS_UDS_V0.4,s000022285,P6,22285,3.58,3.60654,-
1489,CAPERS_UDS_V0.4,s000109327,P6,109327,3.73,NaN,-
1490,CAPERS_UDS_V0.4,s000019457,P6,19457,2.71,2.66,-
1491,CAPERS_UDS_V0.4,s000101428,P6,101428,0.19,2.66,-
1492,CAPERS_UDS_V0.4,s000090531,P6,90531,5.2,5.210472,-
1493,CAPERS_UDS_V0.4,s000028320,P6,28320,5.2,5.22,-
1494,CAPERS_UDS_V0.4,s000093890,P6,93890,3.34,3.199231,-
1495,CAPERS_UDS_V0.4,s000020090,P6,20090,1.06,0.943916,-
1496,CAPERS_UDS_V0.4,s000027526,P6,27526,4.33,4.29,-
1497,CAPERS_UDS_V0.4,s000116085,P6,116085,0.22,2.143754,-
1498,CAPERS_UDS_V0.4,s000094387,P6,94387,2.29,2.233879,-
1499,CAPERS_UDS_V0.4,s000021431,P6,21431,2.02,2.16,-
1500,CAPERS_UDS_V0.4,s000021376,P6,21376,0.67,NaN,-
1501,CAPERS_UDS_V0.4,s000019570,P6,19570,0.55,0.569308,-
1502,CAPERS_UDS_V0.4,s000105631,P6,105631,0.25,5.24,-
1503,CAPERS_UDS_V0.4,s000108783,P6,108783,8.5,NaN,-
1504,CAPERS_UDS_V0.4,s000108266,P6,108266,2.29,2.3264,-
1505,CAPERS_UDS_V0.4,s000108569,P6,108569,11.92,3.127862,-
1506,CAPERS_UDS_V0.4,s000025821,P6,25821,1.9,1.85,-
1507,CAPERS_UDS_V0.4,s000108298,P6,108298,1.42,NaN,-
1508,CAPERS_UDS_V0.4,s000105613,P6,105613,4.96,5.250127,-
1509,CAPERS_UDS_V0.4,s000022109,P6,22109,1.27,NaN,-
1510,CAPERS_UDS_V0.4,s000093741,P6,93741,4.6,5.22,-
1511,CAPERS_UDS_V0.4,s000026859,P6,26859,1.06,NaN,-
1512,CAPERS_UDS_V0.4,s000030680,P6,30680,1.51,NaN,-
1513,CAPERS_UDS_V0.4,s000022610,P6,22610,1.33,2.229141,-
1514,CAPERS_UDS_V0.4,s000025512,P6,25512,2.29,2.16,-
1515,CAPERS_UDS_V0.4,s000019439,P6,19439,3.1,3.19,-
1516,CAPERS_UDS_V0.4,s000107327,P6,107327,0.31,NaN,-
1517,CAPERS_UDS_V0.4,s000092951,P6,92951,2.92,NaN,-
1518,CAPERS_UDS_V0.4,s000021710,P6,21710,3.1,3.18648,-
1519,CAPERS_UDS_V0.4,s000112538,P6,112538,4.33,NaN,-
1520,CAPERS_UDS_V0.4,s000111291,P6,111291,1.36,NaN,-
1521,CAPERS_UDS_V0.4,s000099658,P6,99658,0.76,NaN,-
1522,CAPERS_UDS_V0.4,s000022400,P6,22400,0.67,0.642885,-
1523,CAPERS_UDS_V0.4,s000021318,P6,21318,1.9,NaN,-
1524,CAPERS_UDS_V0.4,s000098556,P6,98556,0.79,NaN,-
1525,CAPERS_UDS_V0.4,s000115466,P6,115466,7.03,6.99841,-
1526,CAPERS_UDS_V0.4,s000028435,P6,28435,2.02,1.596345,-
1527,CAPERS_UDS_V0.4,s000020581,P6,20581,0.82,0.750107,-
1528,CAPERS_UDS_V0.4,s000022512,P6,22512,0.64,NaN,-
1529,CAPERS_UDS_V0.4,s000108712,P6,108712,0.01,NaN,-
1530,CAPERS_UDS_V0.4,s000021572,P6,21572,0.13,0.781323,-
1531,CAPERS_UDS_V0.4,s000102826,P6,102826,0.94,NaN,-
1532,CAPERS_UDS_V0.4,s000098919,P6,98919,0.01,NaN,-
1533,CAPERS_UDS_V0.4,s000101651,P6,101651,11.74,NaN,-
1534,CAPERS_UDS_V0.4,s000026945,P6,26945,1.21,NaN,-
1535,CAPERS_UDS_V0.4,s000103521,P6,103521,2.29,1.6523,-
1536,CAPERS_UDS_V0.4,s000095234,P6,95234,6.22,5.23,-
1537,CAPERS_UDS_V0.4,s000107601,P6,107601,0.01,NaN,-
1538,CAPERS_UDS_V0.4,s000093593,P6,93593,1.09,NaN,-
1539,CAPERS_UDS_V0.4,s000024341,P6,24341,1.06,NaN,-
1540,CAPERS_UDS_V0.4,s000030954,P6,30954,3.43,3.488816,-
1541,CAPERS_UDS_V0.4,s000018853,P6,18853,2.17,2.18094,-
1542,CAPERS_UDS_V0.4,s000096660,P6,96660,3.01,2.565397,-
1543,CAPERS_UDS_V0.4,s000095360,P6,95360,4.57,4.42,-
